transaction_id,contract_id,client_id,transaction_date,payment_amt,payment_code
174,182,608,1499105286,41667,PAYMENT
175,182,608,1499105286,6249,PAYMENT
176,470,856,1499105286,41667,PAYMENT
177,470,856,1499105286,6249,PAYMENT
178,23,524,1499105286,50000,PAYMENT
179,23,524,1499105286,5000,PAYMENT
180,525,791,1499105286,50000,PAYMENT
181,525,791,1499105286,7500,PAYMENT
182,24,418,1499105286,58333,PAYMENT
183,24,418,1499105286,5833,PAYMENT
184,180,565,1499105286,66667,PAYMENT
185,180,565,1499105286,7999,PAYMENT
186,314,70,1499105286,66667,PAYMENT
187,314,70,1499105286,9999,PAYMENT
188,441,61,1499105286,66667,PAYMENT
189,441,61,1499105286,10666,PAYMENT
190,181,120,1499105286,83333,PAYMENT
191,181,120,1499105286,11667,PAYMENT
192,443,27,1499105286,83333,PAYMENT
193,443,27,1499105286,12500,PAYMENT
194,471,750,1499105286,83333,PAYMENT
195,471,750,1499105286,13333,PAYMENT
196,440,774,1499105286,91667,PAYMENT
197,440,774,1499105286,12833,PAYMENT
198,532,72,1499105286,91667,PAYMENT
199,532,72,1499105286,13749,PAYMENT
200,74,439,1499105286,100000,PAYMENT
201,74,439,1499105286,17000,PAYMENT
202,87,728,1499105286,158333,PAYMENT
203,87,728,1499105286,20583,PAYMENT
204,213,795,1499105286,166667,PAYMENT
205,213,795,1499105286,13333,PAYMENT
206,230,1119,1499105286,166667,PAYMENT
207,230,1119,1499105286,16666,PAYMENT
208,472,308,1499105286,191667,PAYMENT
209,472,308,1499105286,19166,PAYMENT
210,62,644,1499105286,8488,PAYMENT
211,304,806,1499105286,10000,PAYMENT
212,271,921,1499191686,41667,PAYMENT
213,271,921,1499191686,6249,PAYMENT
214,13,553,1499191687,33333,DEFAULT
215,13,553,1499191687,4000,DEFAULT
216,280,278,1499191687,166667,DEFAULT
217,280,278,1499191687,23333,DEFAULT
218,356,229,1499191687,66667,DEFAULT
219,356,229,1499191687,5333,DEFAULT
220,306,415,1499191687,41667,DEFAULT
221,306,415,1499191687,5833,DEFAULT
222,277,902,1499191687,41667,DEFAULT
223,277,902,1499191687,6249,DEFAULT
224,107,930,1499191687,150000,DEFAULT
225,107,930,1499191687,25500,DEFAULT
226,130,233,1499191687,2000,PAYMENT
227,595,649,1499191687,2504996,PAYMENT
228,595,649,1499191687,5000,PAYMENT
229,185,822,1499191687,16667,PAYMENT
230,185,822,1499191687,1999,PAYMENT
231,282,861,1499191687,16667,PAYMENT
232,282,861,1499191687,2666,PAYMENT
233,118,741,1499191687,16667,PAYMENT
234,118,741,1499191687,2833,PAYMENT
235,315,355,1499191687,16667,PAYMENT
236,315,355,1499191687,2999,PAYMENT
237,119,793,1499191687,41667,PAYMENT
238,119,793,1499191687,5000,PAYMENT
239,474,797,1499191687,43333,PAYMENT
240,474,797,1499191687,3467,PAYMENT
241,283,1125,1499191687,41667,PAYMENT
242,283,1125,1499191687,6249,PAYMENT
243,445,223,1499191687,41667,PAYMENT
244,445,223,1499191687,6666,PAYMENT
245,29,23,1499191687,50000,PAYMENT
246,29,23,1499191687,6000,PAYMENT
247,116,300,1499191687,50000,PAYMENT
248,116,300,1499191687,6000,PAYMENT
249,183,99,1499191687,66667,PAYMENT
250,183,99,1499191687,9333,PAYMENT
251,444,163,1499191687,91667,PAYMENT
252,444,163,1499191687,13749,PAYMENT
253,316,685,1499191687,91667,PAYMENT
254,316,685,1499191687,13750,PAYMENT
255,403,802,1499191687,150000,PAYMENT
256,403,802,1499191687,22500,PAYMENT
257,48,111,1499191687,166667,PAYMENT
258,48,111,1499191687,16666,PAYMENT
259,120,978,1499191688,166667,PAYMENT
260,120,978,1499191688,19999,PAYMENT
261,184,203,1499191688,166667,PAYMENT
262,184,203,1499191688,19999,PAYMENT
263,117,592,1499191688,166667,PAYMENT
264,117,592,1499191688,23333,PAYMENT
265,473,292,1499191688,166667,PAYMENT
266,473,292,1499191688,26666,PAYMENT
267,83,681,1499278088,41667,DEFAULT
268,83,681,1499278088,5416,DEFAULT
269,314,70,1499278088,66667,DEFAULT
270,314,70,1499278088,9999,DEFAULT
271,62,644,1499278088,8488,DEFAULT
272,525,791,1499278088,50000,DEFAULT
273,525,791,1499278088,7500,DEFAULT
274,213,795,1499278088,166667,DEFAULT
275,213,795,1499278088,13333,DEFAULT
276,593,767,1499278088,500000,PAYMENT
277,596,98,1499278088,505004,PAYMENT
278,596,98,1499278088,5000,PAYMENT
279,448,719,1499278088,8333,PAYMENT
280,448,719,1499278088,1333,PAYMENT
281,446,995,1499278088,12500,PAYMENT
282,446,995,1499278088,1875,PAYMENT
283,124,987,1499278088,25000,PAYMENT
284,124,987,1499278088,3500,PAYMENT
285,123,883,1499278088,41667,PAYMENT
286,123,883,1499278088,5416,PAYMENT
287,121,21,1499278088,41667,PAYMENT
288,121,21,1499278088,5833,PAYMENT
289,586,167,1499278088,46667,PAYMENT
290,586,167,1499278088,6250,PAYMENT
291,284,958,1499278088,50000,PAYMENT
292,284,958,1499278088,7500,PAYMENT
293,408,808,1499278088,58333,PAYMENT
294,408,808,1499278088,8167,PAYMENT
295,408,808,1499278088,58333,PAYMENT
296,408,808,1499278088,8167,PAYMENT
297,125,359,1499278088,66667,PAYMENT
298,125,359,1499278088,7999,PAYMENT
299,545,804,1499278088,83333,PAYMENT
300,545,804,1499278088,12500,PAYMENT
301,122,908,1499278088,91667,PAYMENT
302,122,908,1499278088,12833,PAYMENT
303,544,41,1499278089,91667,PAYMENT
304,544,41,1499278089,13749,PAYMENT
305,317,350,1499278089,166667,PAYMENT
306,317,350,1499278089,24999,PAYMENT
307,447,768,1499278089,166667,PAYMENT
308,447,768,1499278089,24999,PAYMENT
309,589,365,1499278089,171667,PAYMENT
310,589,365,1499278089,26666,PAYMENT
311,587,884,1499278089,205000,PAYMENT
312,587,884,1499278089,32000,PAYMENT
313,585,255,1499278089,213333,PAYMENT
314,585,255,1499278089,31249,PAYMENT
315,588,623,1499278089,505000,PAYMENT
316,588,623,1499278089,45000,PAYMENT
317,295,538,1499278089,11622,PAYMENT
318,10,112,1499278089,15000,PAYMENT
319,89,1126,1499364489,10000,PAYMENT
320,68,266,1499364489,25000,PAYMENT
321,68,266,1499364489,3500,PAYMENT
322,474,797,1499364489,43333,DEFAULT
323,474,797,1499364489,3467,DEFAULT
324,316,685,1499364489,91667,DEFAULT
325,316,685,1499364489,13750,DEFAULT
326,185,822,1499364489,16667,DEFAULT
327,185,822,1499364489,1999,DEFAULT
328,597,778,1499364489,1604996,PAYMENT
329,597,778,1499364489,5000,PAYMENT
330,598,385,1499364489,2005004,PAYMENT
331,598,385,1499364489,5000,PAYMENT
332,599,650,1499364489,505004,PAYMENT
333,599,650,1499364489,5000,PAYMENT
334,600,280,1499364489,704996,PAYMENT
335,600,280,1499364489,5000,PAYMENT
336,601,571,1499364489,505004,PAYMENT
337,601,571,1499364489,5000,PAYMENT
338,361,189,1499364489,16667,PAYMENT
339,361,189,1499364489,2499,PAYMENT
340,546,427,1499364489,25000,PAYMENT
341,546,427,1499364489,3750,PAYMENT
342,450,236,1499364489,27867,PAYMENT
343,450,236,1499364489,3343,PAYMENT
344,232,129,1499364489,41667,PAYMENT
345,232,129,1499364490,6249,PAYMENT
346,27,3,1499364490,50000,PAYMENT
347,27,3,1499364490,6500,PAYMENT
348,360,291,1499364490,50000,PAYMENT
349,360,291,1499364490,7500,PAYMENT
350,547,1123,1499364490,50000,PAYMENT
351,547,1123,1499364490,8000,PAYMENT
352,308,919,1499364490,60683,PAYMENT
353,308,919,1499364490,7282,PAYMENT
354,548,339,1499364490,91667,PAYMENT
355,548,339,1499364490,13749,PAYMENT
356,451,937,1499364490,116667,PAYMENT
357,451,937,1499364490,18666,PAYMENT
358,592,997,1499364490,138333,PAYMENT
359,592,997,1499364490,20000,PAYMENT
360,134,552,1499364490,166667,PAYMENT
361,134,552,1499364490,21666,PAYMENT
362,186,1069,1499364490,166667,PAYMENT
363,186,1069,1499364490,21666,PAYMENT
364,449,457,1499364490,166667,PAYMENT
365,449,457,1499364490,28333,PAYMENT
366,590,277,1499364490,196667,PAYMENT
367,590,277,1499364490,30666,PAYMENT
368,591,1116,1499364490,205000,PAYMENT
369,591,1116,1499364490,30000,PAYMENT
370,234,530,1499364490,3046,PAYMENT
371,1,248,1499364490,6000,PAYMENT
372,11,220,1499364490,6750,PAYMENT
373,189,539,1499364490,3000,PAYMENT
374,189,539,1499364490,4000,PAYMENT
375,72,1026,1499364490,50000,PAYMENT
376,72,1026,1499364490,50000,PAYMENT
377,593,767,1499364490,500000,DEFAULT
378,127,897,1499623690,30000,PAYMENT
379,121,21,1499623690,41667,DEFAULT
380,121,21,1499623690,5833,DEFAULT
381,124,987,1499623690,321,PAYMENT
382,124,987,1499623690,25000,PAYMENT
383,602,511,1499623690,305000,PAYMENT
384,602,511,1499623690,5000,PAYMENT
385,603,915,1499623690,305000,PAYMENT
386,603,915,1499623690,5000,PAYMENT
387,604,533,1499623690,505004,PAYMENT
388,604,533,1499623691,5000,PAYMENT
389,605,398,1499623691,505004,PAYMENT
390,605,398,1499623691,5000,PAYMENT
391,606,224,1499623691,2005004,PAYMENT
392,606,224,1499623691,5000,PAYMENT
393,607,431,1499623691,505004,PAYMENT
394,607,431,1499623691,5000,PAYMENT
395,608,250,1499623691,202904,PAYMENT
396,608,250,1499623691,2900,PAYMENT
397,609,1053,1499623691,805004,PAYMENT
398,609,1053,1499623691,5000,PAYMENT
399,30,936,1499623691,16667,PAYMENT
400,30,936,1499623691,1999,PAYMENT
401,129,880,1499623691,16667,PAYMENT
402,129,880,1499623691,2333,PAYMENT
403,132,110,1499623691,16667,PAYMENT
404,132,110,1499623691,2333,PAYMENT
405,551,890,1499623691,16667,PAYMENT
406,551,890,1499623691,2500,PAYMENT
407,481,100,1499623691,16667,PAYMENT
408,481,100,1499623691,2666,PAYMENT
409,33,267,1499623691,25000,PAYMENT
410,33,267,1499623691,3250,PAYMENT
411,131,1124,1499623691,25000,PAYMENT
412,131,1124,1499623691,3500,PAYMENT
413,175,1076,1499623691,25000,PAYMENT
414,175,1076,1499623691,4000,PAYMENT
415,475,502,1499623691,29167,PAYMENT
416,475,502,1499623691,4083,PAYMENT
417,31,465,1499623691,33333,PAYMENT
418,31,465,1499623691,4000,PAYMENT
419,187,450,1499623691,41667,PAYMENT
420,187,450,1499623691,6249,PAYMENT
421,237,397,1499623691,41667,PAYMENT
422,237,397,1499623691,6249,PAYMENT
423,238,590,1499623691,41667,PAYMENT
424,238,590,1499623691,6249,PAYMENT
425,288,525,1499623691,41667,PAYMENT
426,288,525,1499623691,6249,PAYMENT
427,291,183,1499623691,41667,PAYMENT
428,291,183,1499623691,6249,PAYMENT
429,292,1021,1499623691,41667,PAYMENT
430,292,1021,1499623691,6249,PAYMENT
431,293,361,1499623691,41667,PAYMENT
432,293,361,1499623691,6249,PAYMENT
433,324,379,1499623692,41667,PAYMENT
434,324,379,1499623692,6249,PAYMENT
435,366,371,1499623692,41667,PAYMENT
436,366,371,1499623692,6249,PAYMENT
437,411,976,1499623692,41667,PAYMENT
438,411,976,1499623692,6249,PAYMENT
439,477,263,1499623692,41667,PAYMENT
440,477,263,1499623692,6249,PAYMENT
441,482,923,1499623692,41667,PAYMENT
442,482,923,1499623692,6249,PAYMENT
443,550,547,1499623692,41667,PAYMENT
444,550,547,1499623692,6249,PAYMENT
445,553,946,1499623692,41667,PAYMENT
446,553,946,1499623692,6249,PAYMENT
447,596,98,1499623692,46667,PAYMENT
448,596,98,1499623692,6666,PAYMENT
449,599,650,1499623692,46667,PAYMENT
450,599,650,1499623692,6666,PAYMENT
451,601,571,1499623692,46667,PAYMENT
452,601,571,1499623692,6666,PAYMENT
453,37,179,1499623692,50000,PAYMENT
454,37,179,1499623692,6000,PAYMENT
455,102,343,1499623692,50000,PAYMENT
456,102,343,1499623692,6000,PAYMENT
457,34,286,1499623692,50000,PAYMENT
458,34,286,1499623692,6500,PAYMENT
459,319,146,1499623692,50000,PAYMENT
460,319,146,1499623692,7500,PAYMENT
461,362,690,1499623692,50000,PAYMENT
462,362,690,1499623692,7500,PAYMENT
463,188,906,1499623692,50000,PAYMENT
464,188,906,1499623692,8500,PAYMENT
465,323,57,1499623692,58333,PAYMENT
466,323,57,1499623692,8749,PAYMENT
467,273,952,1499623692,58333,PAYMENT
468,273,952,1499623692,8750,PAYMENT
469,480,574,1499623692,58333,PAYMENT
470,480,574,1499623692,8750,PAYMENT
471,476,164,1499623692,58333,PAYMENT
472,476,164,1499623692,9333,PAYMENT
473,478,581,1499623692,58333,PAYMENT
474,478,581,1499623692,9333,PAYMENT
475,600,280,1499623692,63333,PAYMENT
476,600,280,1499623692,9333,PAYMENT
477,289,664,1499623692,75000,PAYMENT
478,289,664,1499623693,9000,PAYMENT
479,235,447,1499623693,75000,PAYMENT
480,235,447,1499623693,10500,PAYMENT
481,322,467,1499623693,75000,PAYMENT
482,322,467,1499623693,11250,PAYMENT
483,413,322,1499623693,75000,PAYMENT
484,413,322,1499623693,11250,PAYMENT
485,236,996,1499623693,83333,PAYMENT
486,236,996,1499623693,6666,PAYMENT
487,32,1058,1499623693,83333,PAYMENT
488,32,1058,1499623693,8333,PAYMENT
489,76,209,1499623693,83333,PAYMENT
490,76,209,1499623693,10833,PAYMENT
491,412,8,1499623693,83333,PAYMENT
492,412,8,1499623693,12500,PAYMENT
493,414,527,1499623693,83333,PAYMENT
494,414,527,1499623693,12500,PAYMENT
495,549,1098,1499623693,83333,PAYMENT
496,549,1098,1499623693,12500,PAYMENT
497,557,38,1499623693,83333,PAYMENT
498,557,38,1499623693,12500,PAYMENT
499,558,790,1499623693,83333,PAYMENT
500,558,790,1499623693,12500,PAYMENT
501,479,715,1499623693,83333,PAYMENT
502,479,715,1499623693,13333,PAYMENT
503,167,124,1499623693,91667,PAYMENT
504,167,124,1499623693,12833,PAYMENT
505,133,1072,1499623693,108333,PAYMENT
506,133,1072,1499623693,15167,PAYMENT
507,594,979,1499623693,113333,PAYMENT
508,594,979,1499623693,17333,PAYMENT
509,464,83,1499623693,120833,PAYMENT
510,464,83,1499623693,18125,PAYMENT
511,320,747,1499623693,125000,PAYMENT
512,320,747,1499623693,18750,PAYMENT
513,554,43,1499623693,125000,PAYMENT
514,554,43,1499623693,18750,PAYMENT
515,597,778,1499623693,138333,PAYMENT
516,597,778,1499623693,21333,PAYMENT
517,195,577,1499623693,150000,PAYMENT
518,195,577,1499623693,21000,PAYMENT
519,318,711,1499623693,150000,PAYMENT
520,318,711,1499623693,22500,PAYMENT
521,128,307,1499623693,166667,PAYMENT
522,128,307,1499623694,16666,PAYMENT
523,364,736,1499623694,162500,PAYMENT
524,364,736,1499623694,21125,PAYMENT
525,38,46,1499623694,166667,PAYMENT
526,38,46,1499623694,19999,PAYMENT
527,287,56,1499623694,166667,PAYMENT
528,287,56,1499623694,23333,PAYMENT
529,286,348,1499623694,166667,PAYMENT
530,286,348,1499623694,24999,PAYMENT
531,363,956,1499623694,166667,PAYMENT
532,363,956,1499623694,24999,PAYMENT
533,365,708,1499623694,166667,PAYMENT
534,365,708,1499623694,24999,PAYMENT
535,415,92,1499623694,166667,PAYMENT
536,415,92,1499623694,24999,PAYMENT
537,556,898,1499623694,166667,PAYMENT
538,556,898,1499623694,24999,PAYMENT
539,290,347,1499623694,166667,PAYMENT
540,290,347,1499623694,26666,PAYMENT
541,555,849,1499623694,166667,PAYMENT
542,555,849,1499623694,28333,PAYMENT
543,598,385,1499623694,171667,PAYMENT
544,598,385,1499623694,26666,PAYMENT
545,552,761,1499623694,200000,PAYMENT
546,552,761,1499623694,32000,PAYMENT
547,595,649,1499623694,213333,PAYMENT
548,595,649,1499623694,31249,PAYMENT
549,164,943,1499623694,12127,PAYMENT
550,195,577,1499623694,150000,PAYMENT
551,195,577,1499623694,21000,PAYMENT
552,378,622,1499623694,56143,PAYMENT
553,378,622,1499623694,583331,PAYMENT
554,103,673,1499710094,50000,PAYMENT
555,234,530,1499710094,3046,DEFAULT
556,360,291,1499710094,50000,DEFAULT
557,360,291,1499710094,7500,DEFAULT
558,306,415,1499710094,5833,PAYMENT
559,306,415,1499710094,9167,PAYMENT
560,610,622,1499710094,1205000,PAYMENT
561,610,622,1499710094,5000,PAYMENT
562,611,562,1499710094,2005004,PAYMENT
563,611,562,1499710094,5000,PAYMENT
564,612,807,1499710095,2005004,PAYMENT
565,612,807,1499710095,5000,PAYMENT
566,613,777,1499710095,1205000,PAYMENT
567,613,777,1499710095,5000,PAYMENT
568,487,891,1499710095,16667,PAYMENT
569,487,891,1499710095,2666,PAYMENT
570,239,28,1499710095,25000,PAYMENT
571,239,28,1499710095,3750,PAYMENT
572,192,316,1499710095,41667,PAYMENT
573,192,316,1499710095,6249,PAYMENT
574,277,902,1499710095,41667,PAYMENT
575,277,902,1499710095,6249,PAYMENT
576,453,1046,1499710095,41667,PAYMENT
577,453,1046,1499710095,6666,PAYMENT
578,483,54,1499710095,41667,PAYMENT
579,483,54,1499710095,6666,PAYMENT
580,593,767,1499710095,46667,PAYMENT
581,593,767,1499710095,6250,PAYMENT
582,190,344,1499710095,50000,PAYMENT
583,190,344,1499710095,7000,PAYMENT
584,525,791,1499710095,50000,PAYMENT
585,525,791,1499710095,7500,PAYMENT
586,356,229,1499710095,66667,PAYMENT
587,356,229,1499710095,5333,PAYMENT
588,191,295,1499710095,66667,PAYMENT
589,191,295,1499710095,9333,PAYMENT
590,61,788,1499710095,75000,PAYMENT
591,61,788,1499710095,9000,PAYMENT
592,193,911,1499710095,100000,PAYMENT
593,193,911,1499710095,14000,PAYMENT
594,39,643,1499710095,108333,PAYMENT
595,39,643,1499710095,13000,PAYMENT
596,485,796,1499710095,108333,PAYMENT
597,485,796,1499710095,16250,PAYMENT
598,107,930,1499710095,150000,PAYMENT
599,107,930,1499710095,25500,PAYMENT
600,280,278,1499710095,166667,PAYMENT
601,280,278,1499710095,23333,PAYMENT
602,486,701,1499710095,200000,PAYMENT
603,486,701,1499710095,30000,PAYMENT
604,454,612,1499710095,291667,PAYMENT
605,454,612,1499710095,43749,PAYMENT
606,606,224,1499796496,2000000,PAYMENT
607,175,1076,1499796496,25000,DEFAULT
608,175,1076,1499796496,4000,DEFAULT
609,31,465,1499796496,33333,DEFAULT
610,31,465,1499796496,4000,DEFAULT
611,292,1021,1499796496,41667,DEFAULT
612,292,1021,1499796496,6249,DEFAULT
613,366,371,1499796496,41667,DEFAULT
614,366,371,1499796496,6249,DEFAULT
615,614,540,1499796496,505004,PAYMENT
616,614,540,1499796496,5000,PAYMENT
617,615,524,1499796496,755000,PAYMENT
618,615,524,1499796496,5000,PAYMENT
619,616,79,1499796496,755000,PAYMENT
620,616,79,1499796496,5000,PAYMENT
621,617,536,1499796496,1105004,PAYMENT
622,617,536,1499796496,5000,PAYMENT
623,618,176,1499796496,805004,PAYMENT
624,618,176,1499796496,5000,PAYMENT
625,619,671,1499796496,505004,PAYMENT
626,619,671,1499796496,5000,PAYMENT
627,620,543,1499796496,505004,PAYMENT
628,620,543,1499796496,5000,PAYMENT
629,621,900,1499796496,1304996,PAYMENT
630,621,900,1499796496,5000,PAYMENT
631,622,544,1499796496,505004,PAYMENT
632,622,544,1499796496,5000,PAYMENT
633,135,437,1499796496,16667,PAYMENT
634,135,437,1499796496,1999,PAYMENT
635,139,602,1499796496,16667,PAYMENT
636,139,602,1499796496,2166,PAYMENT
637,136,455,1499796496,16667,PAYMENT
638,136,455,1499796496,2333,PAYMENT
639,137,197,1499796496,25000,PAYMENT
640,137,197,1499796496,4000,PAYMENT
641,13,553,1499796496,33333,PAYMENT
642,13,553,1499796496,4000,PAYMENT
643,488,638,1499796496,33333,PAYMENT
644,488,638,1499796496,5000,PAYMENT
645,12,698,1499796496,41667,PAYMENT
646,12,698,1499796496,5000,PAYMENT
647,126,1020,1499796496,41667,PAYMENT
648,126,1020,1499796496,5833,PAYMENT
649,489,159,1499796496,41667,PAYMENT
650,489,159,1499796497,6249,PAYMENT
651,491,566,1499796497,41667,PAYMENT
652,491,566,1499796497,6666,PAYMENT
653,492,682,1499796497,41667,PAYMENT
654,492,682,1499796497,6666,PAYMENT
655,197,677,1499796497,50000,PAYMENT
656,197,677,1499796497,6500,PAYMENT
657,138,486,1499796497,58333,PAYMENT
658,138,486,1499796497,8167,PAYMENT
659,560,87,1499796497,58333,PAYMENT
660,560,87,1499796497,9333,PAYMENT
